read_name	chromosome	breakpoint_left	breakpoint_right
m54284U_200909_233417/24446809/0_87131	CM010572.1	1801466	1802774
m54284U_210113_224850/160104643/26848_56664	CM010572.1	1846383	1846657
m54284U_210113_224850/160104643/0_26804	CM010572.1	1846657	1847021
m54284U_210113_224850/160104643/56714_86476	CM010572.1	1846657	1847021
m54284U_200808_195421/114885732/0_21568	CM010572.1	1942232	1942340
m54284U_200909_233417/74907956/0_35583	CM010572.1	2043685	2044299
m54284U_200808_195421/33030862/0_16332	CM010572.1	2208630	2208704
m54284U_200808_195421/7145562/62751_83437	CM010572.1	2248774	2249296
m54284U_200808_195421/7145562/36977_62706	CM010572.1	2249200	2249296
m54284U_200909_233417/34080514/0_12952	CM010572.1	2253142	2253924
m54284U_200909_233417/36571582/6778_61855	CM010572.1	2305231	2305454
m54284U_210113_224850/1705911/0_40271	CM010572.1	2339439	2340092
m54284U_200808_195421/81331596/5654_29842	CM010572.1	2386846	2387317
m54284U_210113_224850/85460196/0_24260	CM010572.1	2392156	2392326
m54284U_200808_195421/173279085/0_31147	CM010572.1	2419549	2422875
m54284U_200808_195421/75171097/0_34388	CM010572.1	2429510	2429597
m54284U_200909_233417/13305639/0_36563	CM010572.1	2471792	2471903
m54284U_200909_233417/52496474/0_47539	CM010572.1	2511533	2511976
m54284U_200808_195421/18612249/0_48480	CM010572.1	2512942	2513138
m54284U_210113_224850/53479026/57477_93948	CM010572.1	2568423	2568665
m54284U_200808_195421/18418492/0_34592	CM010572.1	2576236	2576413
m54284U_210113_224850/115672051/28622_53194	CM010572.1	2599277	2599883
m54284U_200808_195421/73204667/0_47239	CM010572.1	2650864	2651369
m54284U_210113_224850/68684553/7175_79891	CM010572.1	2737004	2737022
m54284U_200808_195421/129108076/50614_86990	CM010572.1	2741551	2741574
m54284U_210113_224850/34800358/0_55528	CM010572.1	2833937	2834048
m54284U_200808_195421/110494155/0_54343	CM010572.1	2913563	2913825
m54284U_200808_195421/81660340/31647_113847	CM010572.1	2916852	2917592
m54284U_200808_195421/4720355/0_36131	CM010572.1	3016327	3017503
m54284U_200808_195421/163449395/19687_73928	CM010572.1	3024927	3025084
m54284U_200808_195421/52756995/0_23851	CM010572.1	3121187	3121312
m54284U_210113_224850/24839792/0_16981	CM010572.1	3121952	3122049
m54284U_210113_224850/1179698/0_66802	CM010572.1	3126750	3126809
m54284U_200808_195421/162856984/0_35482	CM010572.1	3145699	3145912
m54284U_210113_224850/65210698/7522_31798	CM010572.1	3155348	3155621
m54284U_200808_195421/51055332/0_70426	CM010572.1	3220410	3222279
m54284U_200808_195421/114033633/2249_21413	CM010572.1	3231432	3231549
m54284U_210113_224850/24511673/0_47680	CM010572.1	3238501	3239157
m54284U_210113_224850/27459945/9255_29503	CM010572.1	3308737	3309741
m54284U_210113_224850/49154686/3028_39208	CM010572.1	3308737	3310026
m54284U_200909_233417/162532172/0_18841	CM010572.1	3311169	3311445
m54284U_200909_233417/26936896/0_31751	CM010572.1	3347037	3348765
m54284U_200909_233417/125110736/0_48010	CM010572.1	3365978	3366376
m54284U_200909_233417/163645732/0_32816	CM010572.1	3394566	3396282
m54284U_210113_224850/167053701/0_48214	CM010572.1	3447452	3447985
m54284U_210113_224850/100598777/0_48872	CM010572.1	3503576	3504113
m54284U_200909_233417/164365307/0_31757	CM010572.1	3580884	3581030
m54284U_200808_195421/173277630/3862_90443	CM010572.1	3645331	3645379
m54284U_200808_195421/99878908/0_49056	CM010572.1	3646750	3647963
m54284U_200808_195421/55118135/0_17569	CM010572.1	3647596	3647969
m54284U_210113_224850/77466086/0_45058	CM010572.1	3658743	3659023
m54284U_210113_224850/82772936/0_48165	CM010572.1	3688887	3689104
m54284U_200808_195421/68291224/0_14794	CM010572.1	3831831	3832130
m54284U_210113_224850/72156567/0_13950	CM010572.1	3909472	3909791
m54284U_210113_224850/162006959/0_8766	CM010572.1	3913602	3913645
m54284U_200808_195421/129960187/1798_32284	CM010572.1	3978805	3980863
m54284U_210113_224850/49481769/0_37038	CM010572.1	4075466	4075595
m54284U_200808_195421/164365995/22555_37572	CM010572.1	4112992	4114146
m54284U_210113_224850/106234264/45669_92741	CM010572.1	4135277	4137000
m54284U_210113_224850/106234264/1903_45625	CM010572.1	4137000	4138488
m54284U_200909_233417/161416371/0_37414	CM010572.1	4348192	4348327
m54284U_210113_224850/92144292/0_30738	CM010572.1	4457704	4459055
m54284U_200808_195421/116590166/0_13092	CM010572.1	4470103	4470499
m54284U_200808_195421/104467017/14736_70267	CM010572.1	4557438	4557745
m54284U_200808_195421/107611360/0_49986	CM010572.1	4583441	4583717
m54284U_210113_224850/26413093/0_30290	CM010572.1	4583479	4583717
m54284U_200909_233417/114100751/0_85411	CM010572.1	4783121	4783166
m54284U_200909_233417/75760809/0_33461	CM010572.1	4896997	4898584
m54284U_200909_233417/75760809/33505_68910	CM010572.1	4896997	4898584
m54284U_200909_233417/56886098/9112_30434	CM010572.1	4951824	4951843
m54284U_200909_233417/81133703/0_9380	CM010572.1	4964078	4964085
m54284U_200808_195421/168690619/0_61425	CM010572.1	5011369	5012358
m54284U_200808_195421/168690619/61470_99953	CM010572.1	5011369	5012305
m54284U_200909_233417/7602780/13911_69767	CM010572.1	5159306	5159352
m54284U_210113_224850/165874039/0_25952	CM010572.1	5177666	5177735
m54284U_210113_224850/22413909/0_49777	CM010572.1	5177819	5177917
m54284U_200808_195421/127992898/0_28938	CM010572.1	5211737	5211749
m54284U_210113_224850/158728652/69028_109646	CM010572.1	5211935	5228775
m54284U_210113_224850/158728652/18563_68983	CM010572.1	5211935	5228022
m54284U_200909_233417/29754389/0_60836	CM010572.1	5350972	5351133
m54284U_200808_195421/131204905/0_74389	CM010572.1	5382200	5382832
m54284U_200909_233417/149489433/0_81921	CM010572.1	5491213	5491969
m54284U_200808_195421/151323470/13342_41695	CM010572.1	5579495	5581203
m54284U_200909_233417/162595378/1878_31565	CM010572.1	5748714	5749355
m54284U_200909_233417/115345939/0_55630	CM010572.1	5770707	5771878
m54284U_210113_224850/9765930/0_43096	CM010572.1	5815804	5817038
m54284U_200808_195421/14026778/0_51140	CM010572.1	5817038	5817223
m54284U_210113_224850/9765930/43140_84672	CM010572.1	5817038	5817223
m54284U_210113_224850/175180182/0_39229	CM010572.1	5852160	5852347
m54284U_210113_224850/157549803/45277_70768	CM010572.1	5892102	5892107
m54284U_200909_233417/31786237/0_51333	CM010572.1	5911439	5911639
m54284U_200909_233417/115737519/0_34789	CM010572.1	6015592	6015746
m54284U_200909_233417/103942395/0_48878	CM010572.1	6300988	6302399
m54284U_200909_233417/56231736/0_29821	CM010572.1	6318634	6319673
m54284U_200808_195421/138479819/0_79986	CM010572.1	6410707	6411058
m54284U_200808_195421/177276806/0_13526	CM010572.1	6458441	6459977
m54284U_210113_224850/167052152/0_65443	CM010572.1	6458441	6459977
m54284U_210113_224850/111543536/0_29447	CM010572.1	6542518	6543123
m54284U_200808_195421/76219082/0_46572	CM010572.1	6567483	6567672
m54284U_200808_195421/40045387/0_63379	CM010572.1	6569827	6569836
m54284U_200808_195421/122751784/0_21826	CM010572.1	6571336	6572155
m54284U_200909_233417/96602618/3619_67095	CM010572.1	6712203	6712307
m54284U_210113_224850/122488145/0_49494	CM010572.1	6799769	6800175
m54284U_210113_224850/88737628/0_63025	CM010572.1	6842520	6842568
m54284U_210113_224850/9831887/12920_59096	CM010572.1	6877829	6882740
m54284U_200808_195421/57803335/0_47087	CM010572.1	6962953	6966654
m54284U_210113_224850/141755882/2066_30581	CM010572.1	6977664	6977849
m54284U_210113_224850/32114620/0_20245	CM010572.1	6979290	6979354
m54284U_200909_233417/97190779/147027_172152	CM010572.1	7014239	7014923
m54284U_200909_233417/97190779/122193_146983	CM010572.1	7014294	7015167
m54284U_200909_233417/97190779/47354_72487	CM010572.1	7014294	7014923
m54284U_200909_233417/97190779/97217_122193	CM010572.1	7014294	7014923
m54284U_200909_233417/97190779/72487_97171	CM010572.1	7014294	7014923
m54284U_200909_233417/97190779/22518_47311	CM010572.1	7014294	7014923
m54284U_200909_233417/48564246/15671_43933	CM010572.1	7017502	7018979
m54284U_200909_233417/128517476/0_54392	CM010572.1	7060086	7060188
m54284U_200808_195421/159975357/0_47460	CM010572.1	7257914	7258394
m54284U_210113_224850/14418519/0_16213	CM010572.1	7313828	7314090
m54284U_200808_195421/151652548/7820_40339	CM010572.1	7394476	7394689
m54284U_200808_195421/171772087/0_33373	CM010572.1	7499569	7499980
m54284U_200808_195421/161284900/0_35584	CM010572.1	7747848	7748180
m54284U_200909_233417/112460007/52212_93791	CM010572.1	7757211	7757672
m54284U_210113_224850/13829127/0_71216	CM010572.1	7757211	7757672
m54284U_200909_233417/112460007/2970_52165	CM010572.1	7757672	7757677
m54284U_210113_224850/137167020/2590_27844	CM010572.1	7875362	7875387
m54284U_200808_195421/58657456/0_23357	CM010572.1	7923190	7923256
m54284U_200909_233417/49807753/0_77556	CM010572.1	7932469	7932547
m54284U_200808_195421/45482303/0_51034	CM010572.1	7936269	7937494
m54284U_200909_233417/116589970/0_69012	CM010572.1	7988566	7988739
m54284U_200808_195421/94699817/0_53903	CM010572.1	8006068	8006383
m54284U_200808_195421/170853826/0_74704	CM010572.1	8029664	8032025
m54284U_210113_224850/115409488/0_70007	CM010572.1	8047724	8047977
m54284U_210113_224850/139067990/0_53890	CM010572.1	8052194	8053146
m54284U_200808_195421/19399620/0_35482	CM010572.1	8075675	8075754
m54284U_200909_233417/91881914/3680_40443	CM010572.1	8111147	8112164
m54284U_200909_233417/124585459/0_27550	CM010572.1	8128700	8129241
m54284U_200808_195421/8127011/0_25193	CM010572.1	8139648	8139826
m54284U_210113_224850/105055697/0_33005	CM010572.1	8199951	8200334
m54284U_210113_224850/105055697/102801_137194	CM010572.1	8199951	8200334
m54284U_210113_224850/105055697/67865_102758	CM010572.1	8200334	8200419
m54284U_210113_224850/105055697/33049_67806	CM010572.1	8200334	8200419
m54284U_200909_233417/15466964/0_73548	CM010572.1	8200981	8201055
m54284U_210113_224850/132514556/0_37705	CM010572.1	8204786	8204922
m54284U_210113_224850/118622854/0_44603	CM010572.1	8223699	8224429
m54284U_210113_224850/168233246/0_43339	CM010572.1	8223699	8224429
m54284U_200909_233417/168297015/0_35457	CM010572.1	8243743	8243909
m54284U_200909_233417/125830265/0_23635	CM010572.1	8344108	8344434
m54284U_200909_233417/19662412/0_89902	CM010572.1	8394348	8394922
m54284U_200909_233417/20777711/1414_33785	CM010572.1	8416936	8417695
m54284U_200808_195421/64620675/0_31218	CM010572.1	8439013	8439211
m54284U_200909_233417/21365391/0_33202	CM010572.1	8461809	8463379
m54284U_210113_224850/122618133/876_44631	CM010572.1	8588536	8589336
m54284U_200808_195421/21890875/0_73849	CM010572.1	8653185	8654236
m54284U_200909_233417/56232436/2108_32594	CM010572.1	8678730	8678983
m54284U_200909_233417/125634464/0_28612	CM010572.1	8678730	8678983
m54284U_200909_233417/111347971/0_31011	CM010572.1	8681930	8689160
m54284U_200808_195421/103285590/5273_40060	CM010572.1	8691720	8692190
m54284U_200909_233417/111084322/57749_106569	CM010572.1	8693706	8694370
m54284U_200909_233417/111084322/5727_57698	CM010572.1	8693706	8693719
m54284U_210113_224850/35128208/3682_31937	CM010572.1	8694900	8694921
m54284U_200909_233417/7209624/27856_49164	CM010572.1	8694944	8697175
m54284U_200909_233417/74646033/0_12588	CM010572.1	8699031	8700083
m54284U_200909_233417/159188133/68457_105470	CM010572.1	8708427	8710266
m54284U_200909_233417/159188133/0_68412	CM010572.1	8708427	8710266
m54284U_200909_233417/149489936/3288_27937	CM010572.1	8708427	8710266
m54284U_200909_233417/108462631/15841_46556	CM010572.1	8711741	8713966
m54284U_210113_224850/6030922/0_52818	CM010572.1	8848391	8848497
m54284U_200909_233417/12452351/0_41835	CM010572.1	8939690	8939855
m54284U_200909_233417/60949819/11730_38237	CM010572.1	8977467	8977468
m54284U_200909_233417/162531206/0_20654	CM010572.1	9002925	9004890
m54284U_200808_195421/174850997/0_44513	CM010572.1	9124156	9124235
m54284U_210113_224850/143065118/0_7642	CM010572.1	9218569	9219251
m54284U_200808_195421/65538480/0_23795	CM010572.1	9227670	9231059
m54284U_200909_233417/125241791/1226_12478	CM010572.1	9283870	9284105
m54284U_210113_224850/75825455/8592_29644	CM010572.1	9307858	9309217
m54284U_210113_224850/178391325/23962_50387	CM010572.1	9350332	9350946
m54284U_210113_224850/178391325/0_23916	CM010572.1	9350332	9350435
m54284U_210113_224850/67700450/32987_86905	CM010572.1	9368839	9371367
m54284U_200808_195421/141888119/0_37697	CM010572.1	9491712	9492439
m54284U_200808_195421/39126426/15550_32498	CM010572.1	9561703	9561750
m54284U_200808_195421/26020344/0_33693	CM010572.1	9561874	9562080
m54284U_200808_195421/171638888/0_41924	CM010572.1	9566049	9566053
m54284U_200808_195421/65012909/0_90800	CM010572.1	9823665	9824090
m54284U_210113_224850/140184002/0_37492	CM010572.1	9824340	9824765
m54284U_200909_233417/42141766/72545_89790	CM010572.1	9872497	9872537
m54284U_200808_195421/158009484/0_45179	CM010572.1	9907910	9908833
m54284U_200909_233417/7604204/19921_41066	CM010572.1	9942252	9942356
m54284U_200909_233417/7604204/4700_19874	CM010572.1	9942356	9942719
m54284U_200909_233417/147983071/0_14943	CM010572.1	10017589	10019119
m54284U_210113_224850/117245520/0_23701	CM010572.1	10185504	10185739
m54284U_210113_224850/179176426/0_22267	CM010572.1	10186648	10186748
m54284U_200808_195421/70585115/0_15806	CM010572.1	10232637	10232664
m54284U_210113_224850/53412882/43247_81913	CM010572.1	10314519	10315054
m54284U_200909_233417/14157531/0_37725	CM010572.1	10322494	10322743
m54284U_200909_233417/101515620/0_75668	CM010572.1	10362867	10363467
m54284U_210113_224850/84347482/0_36393	CM010572.1	10406734	10406969
m54284U_200808_195421/71500451/0_46840	CM010572.1	10543092	10543425
m54284U_200808_195421/152241451/14618_26494	CM010572.1	10648717	10649678
m54284U_200808_195421/53936245/0_57854	CM010572.1	10725805	10726782
m54284U_210113_224850/176817210/0_22805	CM010572.1	10730452	10731071
m54284U_200909_233417/47646130/0_48284	CM010572.1	10767829	10767889
m54284U_200808_195421/136446205/31628_74402	CM010572.1	10836839	10840828
m54284U_210113_224850/81462001/0_36028	CM010572.1	10885168	10885363
m54284U_200909_233417/68354594/0_16379	CM010572.1	11132465	11139103
m54284U_200808_195421/26280925/3625_73167	CM010572.1	11169863	11170904
m54284U_210113_224850/148048186/0_52586	CM010572.1	11178700	11178994
m54284U_200909_233417/20382321/13382_48558	CM010572.1	11213303	11214855
m54284U_200808_195421/18219090/0_19417	CM010572.1	11262114	11262811
m54284U_210113_224850/140641473/0_48831	CM010572.1	11331068	11332640
m54284U_210113_224850/106171201/0_58423	CM010572.1	11461032	11461144
m54284U_210113_224850/106171201/58471_112954	CM010572.1	11461032	11461144
m54284U_200808_195421/77793908/1337_49530	CM010572.1	11560990	11561029
m54284U_210113_224850/141492712/0_51604	CM010572.1	11589199	11589335
m54284U_200808_195421/144507473/0_57900	CM010572.1	11697402	11704313
m54284U_200909_233417/72877479/8850_65507	CM010572.1	11722089	11722582
m54284U_200909_233417/14811734/0_22744	CM010572.1	11740672	11740832
m54284U_210113_224850/68618866/20776_124906	CM010572.1	11752239	11752599
m54284U_200808_195421/76480584/0_21637	CM010572.1	11783072	11783220
m54284U_210113_224850/121440942/0_20768	CM010572.1	11856133	11856283
m54284U_210113_224850/171836507/1411_49133	CM010572.1	11892749	11895466
m54284U_210113_224850/74057123/0_25139	CM010572.1	11915147	11916002
m54284U_200808_195421/169805507/0_79689	CM010572.1	11941292	11941532
m54284U_200909_233417/119865413/0_17261	CM010572.1	11966432	11966748
m54284U_200909_233417/159385378/0_22048	CM010572.1	12097296	12104754
m54284U_200909_233417/35457599/1691_16907	CM010572.1	12218093	12218143
m54284U_200808_195421/83560557/0_28735	CM010572.1	12219234	12221236
m54284U_210113_224850/114361212/0_39891	CM010572.1	12221327	12221925
m54284U_200909_233417/151847082/0_39907	CM010572.1	12358797	12359285
m54284U_210113_224850/45351628/0_54583	CM010572.1	12372823	12373096
m54284U_200909_233417/158991988/0_87459	CM010572.1	12375955	12376157
m54284U_200808_195421/176686604/0_42293	CM010572.1	12386347	12386441
m54284U_200909_233417/23856767/0_14051	CM010572.1	12404758	12405027
m54284U_210113_224850/155911703/1634_65229	CM010572.1	12632494	12633222
m54284U_210113_224850/155911703/65272_100501	CM010572.1	12633209	12633258
m54284U_210113_224850/59967409/1628_50835	CM010572.1	12768831	12768995
m54284U_210113_224850/147196209/0_26618	CM010572.1	12797124	12797425
m54284U_200808_195421/6293782/68750_84331	CM010572.1	12850272	12850593
m54284U_200909_233417/44959223/0_25595	CM010572.1	12861166	12862481
m54284U_200808_195421/170656793/0_36132	CM010572.1	12986259	12986374
m54284U_210113_224850/97912377/5781_35036	CM010572.1	13052896	13053279
m54284U_210113_224850/171115087/0_27438	CM010572.1	13062088	13063174
m54284U_200808_195421/61147519/0_60604	CM010572.1	13191507	13191599
m54284U_210113_224850/140446259/70968_106836	CM010572.1	13271255	13271316
m54284U_200808_195421/91816073/0_52979	CM010572.1	13534889	13535162
m54284U_200909_233417/70714867/0_26439	CM010572.1	13534889	13535162
m54284U_200808_195421/114230898/0_21550	CM010572.1	13617231	13617849
m54284U_200909_233417/142672164/21608_66614	CM010572.1	14091591	14091679
m54284U_210113_224850/63242590/0_77681	CM010572.1	14412133	14412146
m54284U_200909_233417/176293362/0_28253	CM010572.1	14735550	14735793
m54284U_210113_224850/76284487/0_23846	CM010572.1	14774286	14775019
m54284U_200909_233417/55183087/0_28065	CM010572.1	14824680	14826433
m54284U_210113_224850/148177954/0_35100	CM010572.1	14989605	14989633
m54284U_210113_224850/91818257/0_28830	CM010572.1	15013969	15014097
m54284U_210113_224850/91818257/28876_60295	CM010572.1	15013969	15014097
m54284U_200808_195421/37226536/0_43699	CM010572.1	15014679	15015261
m54284U_200808_195421/153355748/0_18051	CM010572.1	15180990	15181096
m54284U_200909_233417/82707588/0_45323	CM010572.1	15216049	15216625
m54284U_200909_233417/156829672/0_45506	CM010572.1	15279936	15280044
m54284U_200808_195421/21824682/0_24126	CM010572.1	15318855	15318931
m54284U_210113_224850/90704184/0_45357	CM010572.1	15697739	15703864
m54284U_200808_195421/72549563/0_24950	CM010572.1	15849729	15850238
m54284U_210113_224850/23398155/33756_63180	CM010572.1	15882543	15883618
m54284U_210113_224850/23398155/0_33713	CM010572.1	15883933	15883943
m54284U_200909_233417/138545437/0_49110	CM010572.1	16011243	16012852
m54284U_210113_224850/48760579/1851_50763	CM010572.1	16044641	16045508
m54284U_200808_195421/164758785/0_67301	CM010572.1	16511842	16511922
m54284U_200808_195421/102760601/21545_45890	CM010572.1	16830135	16830648
m54284U_200808_195421/112067709/39927_64532	CM010572.1	16973802	16973814
m54284U_210113_224850/105317955/0_27099	CM010572.1	17267669	17268899
m54284U_200808_195421/16321368/0_31916	CM010572.1	17483630	17484256
m54284U_210113_224850/88801716/27857_80154	CM010572.1	17718742	17722765
m54284U_200909_233417/98369891/0_73295	CM010572.1	17815822	17819324
m54284U_200909_233417/155977357/40179_92708	CM010572.1	17962785	17965746
m54284U_200909_233417/142803797/53129_64982	CM010572.1	18107661	18107903
m54284U_200909_233417/178127083/0_61350	CM010572.1	18288954	18289047
m54284U_200808_195421/126093704/0_41067	CM010572.1	18334292	18340001
m54284U_200909_233417/77202455/0_25065	CM010573.1	9172262	9172563
m54284U_210113_224850/64816142/0_13606	CM010573.1	10569461	10569772
m54284U_200808_195421/132908755/0_37057	CM010573.1	10610438	10610492
m54284U_200808_195421/67701287/0_46184	CM010573.1	10930890	10931065
m54284U_200808_195421/145032954/0_35033	CM010573.1	10934567	10936652
m54284U_200808_195421/74777586/88180_132215	CM010573.1	11314305	11314408
m54284U_200808_195421/161022127/4449_35192	CM010573.1	11314408	11314552
m54284U_210113_224850/129369026/0_29831	CM010573.1	11347025	11349279
m54284U_200909_233417/32967496/0_53065	CM010573.1	12322566	12322712
m54284U_210113_224850/54395876/0_60948	CM010573.1	12793941	12794296
m54284U_210113_224850/57934836/0_13905	CM010573.1	12942977	12943349
m54284U_200909_233417/105447755/501_29131	CM010573.1	13033767	13034085
m54284U_210113_224850/156043916/0_26743	CM010573.1	13052557	13052620
m54284U_200808_195421/170002248/0_21145	CM010573.1	13063350	13063536
m54284U_210113_224850/126288610/0_19972	CM010573.1	13116931	13117781
m54284U_210113_224850/126288610/20021_34507	CM010573.1	13117307	13117781
m54284U_210113_224850/76415247/0_11445	CM010573.1	13198582	13198672
m54284U_200909_233417/59574084/0_26488	CM010573.1	13222189	13222571
m54284U_200808_195421/132579357/0_50198	CM010573.1	13364741	13365707
m54284U_200909_233417/107151451/0_63793	CM010573.1	13639428	13639496
m54284U_200808_195421/112067899/0_8736	CM010573.1	13646586	13648005
m54284U_210113_224850/95748730/0_16049	CM010573.1	13656411	13657036
m54284U_210113_224850/36636197/0_25606	CM010573.1	13819729	13821197
m54284U_210113_224850/131466897/6311_36192	CM010573.1	13975993	13976748
m54284U_210113_224850/131466897/36238_58927	CM010573.1	13977818	13978291
m54284U_200909_233417/14222869/0_51660	CM010573.1	14013611	14013940
m54284U_200909_233417/16188905/0_34797	CM010573.1	14361321	14362357
m54284U_200808_195421/93980266/0_31357	CM010573.1	14455005	14458772
m54284U_200808_195421/59834421/69640_95163	CM010573.1	14464032	14467301
m54284U_210113_224850/83231155/25488_60685	CM010573.1	14483814	14483916
m54284U_200808_195421/54856398/0_32936	CM010573.1	14588340	14588404
m54284U_200909_233417/104858318/0_7890	CM010573.1	14711247	14712867
m54284U_200808_195421/79430232/0_44490	CM010573.1	14740416	14740536
m54284U_200909_233417/50005315/0_16790	CM010573.1	14754858	14755375
m54284U_200909_233417/74121351/0_89860	CM010573.1	14779529	14780535
m54284U_210113_224850/179438267/0_17141	CM010573.1	14868672	14868847
m54284U_200909_233417/176030221/4595_45322	CM010573.1	15576440	15587366
m54284U_200909_233417/32899230/0_27853	CM010573.1	15656927	15657196
m54284U_210113_224850/67043877/20710_69465	CM010573.1	15656929	15657029
m54284U_200909_233417/148178265/0_58184	CM010573.1	15657196	15657227
m54284U_200909_233417/157483925/0_61861	CM010573.1	15830592	15830626
m54284U_210113_224850/20841980/0_38602	CM010573.1	15906388	15907046
m54284U_200909_233417/98042884/0_52162	CM010573.1	16041088	16042589
m54284U_200808_195421/64489064/0_27304	CM010573.1	16152551	16154367
m54284U_210113_224850/43452244/0_31647	CM010573.1	16383870	16384242
m54284U_200808_195421/69077259/0_26754	CM010573.1	16405318	16405714
m54284U_200909_233417/12782423/0_53309	CM010573.1	16799265	16799371
m54284U_210113_224850/122421899/0_54385	CM010573.1	16911147	16911559
m54284U_200909_233417/76547766/431_30248	CM010573.1	17003830	17004032
m54284U_200808_195421/20252632/447_33278	CM010573.1	17042478	17042866
m54284U_200909_233417/3801164/7946_49543	CM010573.1	17048047	17053268
m54284U_200909_233417/3801164/49590_95899	CM010573.1	17048047	17053268
m54284U_200909_233417/148767328/0_27938	CM010573.1	17162634	17162641
m54284U_210113_224850/174130575/0_49318	CM010573.1	17229490	17229632
m54284U_200909_233417/13894836/0_33324	CM010573.1	17252977	17253817
m54284U_200808_195421/124453228/0_37654	CM010573.1	17255448	17257537
m54284U_210113_224850/122619691/15573_31844	CM010573.1	17262638	17263063
m54284U_200909_233417/30018055/0_15635	CM010573.1	17330394	17332100
m54284U_200808_195421/27200241/0_36759	CM010573.1	17330568	17331710
m54284U_210113_224850/120259835/0_63658	CM010573.1	17450858	17451060
m54284U_210113_224850/95879228/0_65737	CM010573.1	17450858	17450968
m54284U_200909_233417/79628760/0_65240	CM010573.1	17450968	17451060
m54284U_210113_224850/124387674/0_14535	CM010573.1	17460394	17460730
m54284U_200808_195421/87425406/0_31936	CM010573.1	17460730	17463632
m54284U_200808_195421/133271/0_19163	CM010573.1	17507948	17508181
m54284U_200808_195421/113641087/0_39353	CM010573.1	17507948	17508780
m54284U_200909_233417/96536878/0_18052	CM010573.1	17507948	17508181
m54284U_200909_233417/100010084/0_39252	CM010573.1	17509945	17510341
m54284U_200808_195421/59902391/14999_39600	CM010573.1	17532565	17532809
m54284U_200909_233417/140115971/0_17269	CM010573.1	17579893	17580052
m54284U_210113_224850/178587168/16764_107185	CM010573.1	17888254	17888287
m54284U_200808_195421/158665543/0_54849	CM010573.1	17893244	17893253
m54284U_210113_224850/127863456/0_8192	CM010573.1	17903409	17903681
m54284U_200808_195421/129827439/0_30855	CM010573.1	17936390	17936884
m54284U_200909_233417/179767243/0_44946	CM010573.1	18112957	18113755
m54284U_200808_195421/84346962/0_69692	CM010573.1	18193689	18193745
m54284U_200909_233417/83691253/0_68610	CM010573.1	18251862	18252558
m54284U_210113_224850/110561924/0_36747	CM010573.1	18311857	18315461
m54284U_210113_224850/657685/0_42269	CM010573.1	18326557	18327165
m54284U_200808_195421/134941190/0_51997	CM010573.1	18361057	18361279
m54284U_210113_224850/85068073/101470_154237	CM010573.1	18446142	18446379
m54284U_210113_224850/85068073/49538_101417	CM010573.1	18446214	18446379
m54284U_210113_224850/85068073/0_49493	CM010573.1	18446379	18447173
m54284U_200909_233417/146997293/3256_68122	CM010573.1	18472413	18472446
m54284U_210113_224850/77203012/0_41451	CM010573.1	18528588	18529154
m54284U_200909_233417/93913797/0_60496	CM010573.1	18547583	18548169
m54284U_200909_233417/141886389/0_16685	CM010573.1	18563742	18563900
m54284U_200909_233417/81921154/0_48414	CM010573.1	18590146	18590242
m54284U_200808_195421/65931471/0_39802	CM010573.1	18592384	18592710
m54284U_200909_233417/103088653/0_25440	CM010573.1	18691413	18691566
m54284U_200808_195421/104072263/2077_35796	CM010573.1	18787554	18787724
m54284U_200808_195421/85788421/21094_85002	CM010573.1	18937941	18938172
m54284U_200909_233417/12255377/0_44063	CM010573.1	18980824	18980876
m54284U_200808_195421/59900520/0_57795	CM010573.1	19223249	19224369
m54284U_200909_233417/61279036/267_84137	CM010573.1	19254699	19255204
m54284U_210113_224850/122291624/27557_72914	CM010573.1	19305292	19307829
m54284U_200909_233417/29558882/24792_56088	CM010573.1	19381536	19383428
m54284U_200909_233417/29558882/56138_114521	CM010573.1	19381545	19386474
m54284U_210113_224850/149684598/0_57067	CM010573.1	19540572	19541089
m54284U_200808_195421/157288288/15319_31449	CM010573.1	19542353	19542696
m54284U_200808_195421/157288288/0_15272	CM010573.1	19542737	19542915
m54284U_200808_195421/121242656/0_9799	CM010573.1	20132852	20139489
m54284U_210113_224850/131465234/42805_78516	CM010573.1	20266077	20266724
m54284U_210113_224850/28379551/0_54239	CM010573.1	20266077	20266200
m54284U_210113_224850/86049482/0_20931	CM010573.1	20275423	20275731
m54284U_200808_195421/105974389/7347_42919	CM010573.1	20276866	20276871
m54284U_210113_224850/30804231/0_27088	CM010573.1	20341050	20341151
m54284U_210113_224850/34670497/13439_69406	CM010573.1	20344422	20345258
m54284U_210113_224850/29296645/39253_112140	CM010573.1	20411038	20411601
m54284U_200808_195421/169280375/0_57506	CM010573.1	20412607	20412703
m54284U_200808_195421/169084382/0_43661	CM010573.1	20420455	20421404
m54284U_210113_224850/115147675/0_58798	CM010573.1	20421404	20421491
m54284U_210113_224850/102760881/0_51140	CM010573.1	20429431	20429659
m54284U_210113_224850/57541844/0_18254	CM010573.1	20429431	20429659
m54284U_200808_195421/113116200/36136_75714	CM010573.1	20590536	20591017
m54284U_210113_224850/174457793/0_27705	CM010573.1	20609824	20610445
m54284U_200909_233417/46269711/37201_84842	CM010573.1	20741757	20741877
m54284U_210113_224850/29033146/0_29512	CM010573.1	20780318	20780721
m54284U_200909_233417/6031848/0_30822	CM010573.1	20843877	20844253
